ticker_a,ticker_b,asset_class,group,subgroup,candidate_tier,overlap_days,return_corr,passes_pair_filter,n_obs,coint_stat,coint_pvalue,adf_stat,adf_pvalue,hedge_ratio,intercept,half_life_days,spread_mean,spread_std,passes_coint_filter,rank_score
FHLC,IXJ,equity,sector,healthcare,same_subgroup,2512,0.9705713413232078,True,2512,-3.032370920429721,0.10270998385389263,-3.0314722807579346,0.03205799346990371,1.0945707355042065,-0.7033993111671837,65.80341451659739,-1.6438733041468367e-07,0.017998462542891502,False,173.0
PSLV,SIVR,commodity,metals,silver,same_subgroup,2512,0.9757755280296272,True,2512,-2.9512596522207053,0.12225041308482482,-2.9569159201073867,0.03911853332071073,0.9277767925861569,-0.7810010677742953,37.09352225184053,-4.4798394327472124e-08,0.024020036682486534,False,173.0
VNQ,XLRE,equity,sector,real_estate,same_subgroup,2512,0.986088572764672,True,2512,-3.2268523979143624,0.06555081501759909,-3.2268084940033797,0.018484404366957297,0.8107006756222033,1.4780288112720577,84.2770023390332,1.091486296900257e-07,0.026873810216784477,False,188.0
REET,SCHH,equity,sector,real_estate,same_subgroup,2512,0.966032416498329,True,2512,-2.8712126597414094,0.14407433190150842,-2.870682374918777,0.048865000117841895,0.9956146139899658,0.15516219972200318,45.85642913073307,1.7672587659944838e-07,0.02041863091289997,False,191.0
AGG,BND,fixed_income,bonds,broad_bond,same_subgroup,2512,0.9608544167338515,True,2512,-3.2305903942474288,0.06495931784043223,-3.2365161510697944,0.017965920532789212,0.9809663375220303,0.37935232444780453,4.352902042678349,2.7714261108258142e-08,0.0017032220494002104,False,194.0
IJH,SPMD,equity,us_equity,mid_blend,same_subgroup,2512,0.9932098422794048,True,2512,-3.101704059711309,0.08796106392651548,-3.1030515508485523,0.026328182725612336,1.0020450103654346,0.1246939000373839,13.085221347328376,-6.302147426140436e-08,0.004813126754015684,False,195.0
MDY,SPMD,equity,us_equity,mid_blend,same_subgroup,2512,0.9930758126027783,True,2512,-3.0646836591953086,0.09561863402633919,-3.065534493055406,0.029211177354624872,0.9792585988644973,2.4313199033729482,13.43745900015287,-3.919859636880574e-08,0.004943476989865303,False,203.0
CEF,GLD,commodity,metals,gold,same_subgroup,2512,0.908590555813349,True,2512,-3.3169566343692667,0.052447543548641506,-3.3164358331559387,0.014159588214967605,1.0141982525286095,-2.335764107110279,58.091629252839326,-2.0311136950112996e-07,0.0414019450545311,False,209.0
JHMM,SCHB,equity,us_equity,same_group_corr,same_group_corr,2512,0.9495716710212414,True,2512,-3.303770247722531,0.0542193306357888,-3.3029837689236707,0.014745625625967627,0.7855001799462671,1.6615411797723665,79.64079692661367,-1.2813100802588906e-08,0.035323720425367355,False,216.0
BND,BNDX,fixed_income,bonds,broad_bond,same_subgroup,2512,0.7554340700524235,True,2512,-2.8872261392754464,0.1395015633945021,-2.8867121785170444,0.04691515363508983,1.0518391348970306,0.21370641401492207,67.25261421864124,3.7964742460872003e-10,0.016002386808395386,False,218.0
BNDX,BOND,fixed_income,bonds,broad_bond,same_subgroup,2512,0.7500612476362738,True,2512,-2.979156778104498,0.11524341866333188,-2.978403487525525,0.03696105814430198,0.821260068425337,0.17806931496214418,74.11572954199758,-1.5423177046614e-07,0.013488399796187878,False,221.0
